site_id,lat,lon,n_observations,n_after_gapfill,n_interpolated,gap_fill_method,span_years,completeness,max_gap_spacing,year_min,year_max,mean_alt,median_alt,std_alt,class_classification,class_confidence,class_p_rapid_thickening,class_p_gradual_thickening,class_p_thickening,class_p_no_trend,class_p_gradual_thinning,class_p_rapid_thinning,class_p_thinning,class_flag_significant,class_flag_low_power,class_evidence,trend_sen_slope,trend_mk_pvalue,trend_mk_z,trend_sen_ci_lower,trend_sen_ci_upper,trend_sen_ci_excludes_zero,trend_min_meaningful_slope,trend_min_slope_residual,trend_min_slope_bootstrap,trend_quant_floor,trend_trend_significant,trend_slope_meaningful,trend_has_longterm_direction,trend_low_power,trend_n_years,trend_span_years,rev_early_sen_slope,rev_early_ci_lower,rev_early_ci_upper,rev_early_ci_excludes_zero,rev_recent_sen_slope,rev_recent_ci_lower,rev_recent_ci_upper,rev_recent_ci_excludes_zero,rev_recent_direction,rev_reversal,rev_early_n,rev_recent_n,MainRegion
77.54300000_14.53300000,77.543,14.533,11,13,2,pchip,13,0.846153846153846,2,1986,1998,124.294871794872,124,14.6502676385226,rapid_thickening,high,0.714,0.141,0.855,0.046,0.068,0.031,0.099,True,False,Sen=2.694 cm/yr; SIG,2.69444444444444,0.0875701369916708,1.70835691279276,-0.5,3.66666666666667,False,1.2708,0.458627983772677,1.2708,0.134615384615385,True,True,True,False,13,13,4,-1.5,17.25,False,4,1.33333333333333,9.83333333333331,True,1,False,6,6,Svalbard
77.54300000_14.55300000,77.543,14.553,11,13,2,pchip,13,0.846153846153846,2,1986,1998,163.979203935599,165,12.5936002227987,rapid_thinning,moderate,0.069,0.06,0.129,0.032,0.13,0.709,0.839,False,False,Sen=-1.528 cm/yr,-1.52777777777778,0.289982090429324,-1.05816090721445,-6.09660852713178,1.66666666666667,False,1.40847,0.398965229008265,1.40847,0.178667262969588,False,True,False,False,13,13,4,-7.75,12,False,-6.99321705426357,-10,0.375,False,0,False,6,6,Svalbard
77.54500000_14.49300000,77.545,14.493,9,10,1,pchip,10,0.9,2,1987,1996,152.173076923077,160,27.4070376009369,gradual_thickening,low,0.382,0.053,0.435,0.181,0.096,0.288,0.384,False,True,Sen=1.111 cm/yr; LOW_PWR,1.11111111111111,0.864294428241165,0.170910133857412,-14,11,False,3.64947692307692,1.10696039590579,3.64947692307692,0.336538461538461,False,False,False,True,10,10,-15.8333333333333,-45,-3,True,-4.13461538461539,-6.73076923076923,62,False,0,False,5,5,Svalbard
77.54800000_14.47300000,77.548,14.473,10,11,1,pchip,11,0.909090909090909,2,1986,1996,127.545454545455,125,7.80209762004599,no_trend,low,0.117,0.15,0.267,0.256,0.248,0.229,0.477,False,True,Sen=-0.222 cm/yr; LOW_PWR,-0.222222222222222,0.829966235717208,-0.214744872127131,-2.14285714285714,2.5,False,1.13254166666667,0.39423570312081,1.13254166666667,0.0909090909090909,False,False,False,True,11,11,4.25,-13.25,5.66666666666667,False,-2.33333333333333,-10,15,False,0,False,5,5,Svalbard
77.54800000_14.48800000,77.548,14.488,10,11,1,pchip,11,0.909090909090909,2,1986,1996,114.425465838509,115,7.15480488742515,gradual_thinning,low,0.029,0.254,0.283,0.204,0.3,0.213,0.513,False,True,Sen=-0.667 cm/yr; LOW_PWR,-0.666666666666667,0.232470610981112,-1.19401880800596,-2.66666666666667,1.22704081632653,False,1.173725,0.304433633038025,1.173725,0.0909090909090909,False,False,False,True,11,11,1.91666666666667,-7.35,6.5,False,-5.40993788819876,-8.68012422360248,11,False,0,False,5,5,Svalbard
77.54800000_14.50300000,77.548,14.503,10,11,1,pchip,11,0.909090909090909,2,1986,1996,129.636363636364,127,8.30990646484938,gradual_thickening,moderate,0.463,0.188,0.651,0.289,0.057,0.003,0.06,False,True,Sen=1.000 cm/yr; LOW_PWR,1,0.256918242297702,1.1337051651674,-0.6,2.5,False,0.233880720828496,0.233880720828496,1.2708,0.0681818181818182,False,True,False,True,11,11,2.25,-17,9.5,False,0,-5.625,13.5,False,0,False,5,5,Svalbard
77.55800000_14.43300000,77.558,14.433,11,13,2,pchip,13,0.846153846153846,2,1986,1998,122.150641025641,125,14.424607824736,rapid_thickening,moderate,0.514,0.11,0.624,0.118,0.14,0.118,0.258,False,False,Sen=1.739 cm/yr,1.73863636363636,0.245896462495106,1.1603742585931,-2.875,5,False,0.412244530792439,0.412244530792439,1.92532083333333,0.153846153846154,False,True,False,False,13,13,7.4,-6,17,False,3.25,1.45833333333334,6.5,True,1,False,6,6,Svalbard
77.55800000_14.46300000,77.558,14.463,11,13,2,pchip,13,0.846153846153846,2,1986,1998,158.541409437772,165,19.5840876527389,gradual_thinning,moderate,0.328,0.115,0.443,0.068,0.093,0.396,0.489,False,False,Sen=-0.995 cm/yr,-0.994897959183675,0.826788028606161,-0.218822872945925,-4.64655934343434,3.11596938775509,False,0.603049805961751,0.603049805961751,2.7181,0.192307692307692,False,True,False,False,13,13,0,-12.75,2,False,-13.0281186094069,-16.9718813905931,-1.49489795918367,True,-1,False,6,6,Svalbard
77.55800000_14.49300000,77.558,14.493,11,13,2,pchip,13,0.846153846153846,2,1986,1998,162.476115938325,165,20.2532527452543,gradual_thickening,low,0.435,0.169,0.604,0.18,0.137,0.079,0.216,False,False,Sen=0.366 cm/yr,0.366010866555926,0.713568658967002,0.367067513416092,-1.66666666666667,3.75,False,1.81795,0.497624872222096,1.81795,0.115384615384615,False,False,False,False,13,13,-1.5,-7,8,False,-6.60349760059062,-17.8104928017719,0,False,0,False,6,6,Svalbard
77.55800000_14.52300000,77.558,14.523,10,12,2,pchip,12,0.833333333333333,2,1987,1998,177.177478902954,174.5,10.2015770278224,gradual_thinning,low,0.157,0.101,0.258,0.122,0.253,0.367,0.62,False,False,Sen=-0.889 cm/yr,-0.888888888888889,0.274305875286028,-1.09320027739295,-6,5,False,1.4826,0.400364297225443,1.4826,0.125,False,False,False,False,12,12,-1.25,-13,8.75,False,-6,-11,0.25,False,0,False,6,6,Svalbard
77.55800000_14.55300000,77.558,14.553,11,13,2,pchip,13,0.846153846153846,2,1986,1998,68.9856711915535,69.3970588235294,6.71851875454464,no_trend,low,0.04,0.098,0.138,0.387,0.377,0.098,0.475,False,False,Sen=0.000 cm/yr,0,1,0,-1.70833333333333,0.781565656565656,False,0.461495588235275,0.30347287037894,0.461495588235275,0.123397435897436,False,False,False,False,13,13,2,-4,7.5,False,-0.60294117647058,-1.41053921568628,2.41666666666666,False,0,False,6,6,Svalbard
77.55800000_14.58300000,77.558,14.583,10,12,2,pchip,12,0.833333333333333,2,1987,1998,152.141816686024,150.613095238095,13.9225273043019,rapid_thickening,moderate,0.634,0.117,0.751,0.099,0.127,0.023,0.15,False,False,Sen=2.333 cm/yr,2.33333333333333,0.274379676672485,1.09303216707671,-0.773809523809518,5.49186991869918,False,0.514770429962708,0.514770429962708,2.471,0.145833333333333,False,True,False,False,12,12,4,-5.5,7,False,-3.69345238095238,-10.2378048780488,5.48780487804878,False,0,False,6,6,Svalbard
77.57100000_14.47300000,77.571,14.473,10,11,1,pchip,11,0.909090909090909,2,1986,1996,144,156,20.4205778566621,rapid_thickening,moderate,0.644,0.006,0.65,0.262,0.063,0.025,0.088,False,True,Sen=4.000 cm/yr; LOW_PWR,4,0.138243698772758,1.48236313031166,-0.860714285714285,10,False,0.869394082041609,0.869394082041609,3.9536,0.272727272727273,False,True,False,True,11,11,1.54166666666667,-31.5,42.75,False,0,-1.33333333333333,20,False,0,False,5,5,Svalbard
77.57300000_14.45300000,77.573,14.453,10,11,1,pchip,11,0.909090909090909,2,1986,1996,112.504098360656,116,13.4649278914822,no_trend,low,0.331,0.275,0.606,0.073,0.206,0.115,0.321,False,True,Sen=0.125 cm/yr; LOW_PWR,0.125,1,0,-3.5,3.45491803278688,False,2.186835,0.852935482444834,2.186835,0.169429955290611,False,False,False,True,11,11,-3.33333333333333,-22.625,17,False,6.625,1.13662909836065,23,True,1,False,5,5,Svalbard
77.57700000_14.47300000,77.577,14.473,10,11,1,pchip,11,0.909090909090909,2,1986,1996,118.487762237762,115,27.4053215159222,gradual_thickening,low,0.458,0.226,0.684,0.117,0.108,0.091,0.199,False,True,Sen=0.625 cm/yr; LOW_PWR,0.625,0.645721087391549,0.459714601577071,-2.5,5,False,1.44933653846154,1.11638165723118,1.44933653846154,0.227272727272727,False,False,False,True,11,11,-3.66666666666667,-27,10,False,-2.06730769230769,-4.18269230769231,10,False,0,False,5,5,Svalbard
77.57800000_14.45300000,77.578,14.453,10,11,1,pchip,11,0.909090909090909,2,1986,1996,127.590909090909,130,8.08337238353579,rapid_thickening,moderate,0.802,0.116,0.918,0.028,0.037,0.017,0.054,False,True,Sen=1.429 cm/yr; LOW_PWR,1.42857142857143,0.124161021250385,1.53754043451926,-0.428571428571429,2.8,False,0.443313947481227,0.443313947481227,0.432425,0.0909090909090909,False,True,False,True,11,11,-0.25,-19,5.75,False,-0.958333333333333,-10,2.5,False,0,False,5,5,Svalbard
77.58300000_14.45300000,77.583,14.453,10,11,1,pchip,11,0.909090909090909,2,1986,1996,120.77479338843,118,10.8296179743134,no_trend,low,0.253,0.207,0.46,0.189,0.166,0.185,0.351,False,True,Sen=0.000 cm/yr; LOW_PWR,0,0.809073070447065,-0.241622004030251,-4,3.66666666666667,False,1.4826,0.70810271635386,1.4826,0.136363636363636,False,False,False,True,11,11,1.5,-12,11.5,False,-4.38068181818182,-7.5,13.7116477272724,False,0,False,5,5,Svalbard
77.58300000_14.47300000,77.583,14.473,10,11,1,pchip,11,0.909090909090909,2,1986,1996,137,135,15.8808060248843,gradual_thinning,high,0.006,0.035,0.041,0.02,0.559,0.38,0.939,True,True,Sen=-1.000 cm/yr; SIG; LOW_PWR,-1,0.0636034159928192,-1.85494965662411,-5,0,False,0.4589,0.409924325468008,0.4589,0.136363636363636,True,True,True,True,11,11,-4.125,-38.75,20,False,-0.75,-5,1,False,0,False,5,5,Svalbard
78.17930000_16.46700000,78.1793,16.467,27,27,0,none,27,1,1,1998,2024,178.481481481481,180,14.887708844677,rapid_thickening,high,0.538,0.46,0.998,0.001,0.001,0,0.001,True,False,Sen=1.579 cm/yr; SIG,1.57894736842105,0.0482087166790763,1.97552397439214,0.857142857142857,1.75,True,0.37065,0.109811738529983,0.37065,0.037037037037037,True,True,True,False,27,27,3.66666666666667,2.5,4.29166666666667,True,3.75,-2.375,16.5,False,0,False,7,7,Svalbard
78.20095600_15.83641200,78.200956,15.836412,21,21,0,none,21,1,1,2000,2020,116.142857142857,117,8.25400335767871,gradual_thickening,moderate,0.063,0.76,0.823,0.156,0.021,0,0.021,False,False,Sen=0.553 cm/yr,0.552777777777778,0.175841234447896,1.35367140635633,0,1.33333333333333,False,0.4236,0.131928956974122,0.4236,0.0238095238095238,False,True,False,False,21,21,-0.75,-5.41666666666667,4.5,False,-0.5,-2.25,1,False,0,False,7,7,Svalbard
81.40072000_-76.70937000,81.40072,-76.70937,20,20,0,none,20,1,1,1999,2018,73.735,73,4.42183874589936,gradual_thickening,high,0.009,0.897,0.906,0.094,0,0,0,True,False,Sen=0.578 cm/yr; SIG,0.578125000000002,0.077951319286951,1.76269870508429,0.179166666666667,1.00821875,True,0.208093499999999,0.0698576766624085,0.208093499999999,0.01625,True,True,True,False,20,20,0.575000000000003,-0.133333333333334,0.924999999999997,False,0.3,-3,3.25,False,0,False,7,7,Canada
